Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,treatment
SRR25360895,RNA-Seq,300,6368044200,PRJNA996630,SAMN36630256,2139882643,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100248,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653567,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653567,leaves,SRP450502,leaves,Salinity+acidity+low phosphate
SRR25360896,RNA-Seq,300,6093765900,PRJNA996630,SAMN36630257,2036771136,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100247,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653566,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:03:00Z,1,GSM7653566,leaves,SRP450502,leaves,Salinity+acidity+low phosphate
SRR25360897,RNA-Seq,300,6789177900,PRJNA996630,SAMN36630258,2273721283,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100246,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653565,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:05:00Z,1,GSM7653565,leaves,SRP450502,leaves,Salinity+acidity+low phosphate
SRR25360898,RNA-Seq,300,6859237800,PRJNA996630,SAMN36630259,2294827587,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100245,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653564,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:12:00Z,1,GSM7653564,leaves,SRP450502,leaves,Salinity+acidity+water deficit
SRR25360901,RNA-Seq,300,6950402400,PRJNA996630,SAMN36630262,2342279518,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100242,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653561,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653561,leaves,SRP450502,leaves,Low phosphate+water deficit
SRR25360902,RNA-Seq,300,6301507200,PRJNA996630,SAMN36630263,2128026791,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100241,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653560,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653560,leaves,SRP450502,leaves,Low phosphate+water deficit
SRR25360904,RNA-Seq,300,6825986100,PRJNA996630,SAMN36630265,2285932684,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100239,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653558,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:14:00Z,1,GSM7653558,leaves,SRP450502,leaves,Acidity+low phosphate
SRR25360907,RNA-Seq,300,7111035300,PRJNA996630,SAMN36630268,2393832290,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100236,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653555,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:11:00Z,1,GSM7653555,leaves,SRP450502,leaves,Acidity+water deficit
SRR25360908,RNA-Seq,300,7281506700,PRJNA996630,SAMN36630269,2479121768,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100235,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653554,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653554,leaves,SRP450502,leaves,Acidity+water deficit
SRR25360909,RNA-Seq,300,6749039400,PRJNA996630,SAMN36630270,2302033151,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100234,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653553,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:04:00Z,1,GSM7653553,leaves,SRP450502,leaves,Acidity+water deficit
SRR25360910,RNA-Seq,300,7537534500,PRJNA996630,SAMN36630271,2557403625,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100233,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653552,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:13:00Z,1,GSM7653552,leaves,SRP450502,leaves,Salinity+low phosphate
SRR25360911,RNA-Seq,300,7689859200,PRJNA996630,SAMN36630272,2604003217,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100232,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653551,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653551,leaves,SRP450502,leaves,Salinity+low phosphate
SRR25360912,RNA-Seq,300,6327454200,PRJNA996630,SAMN36630273,2107584811,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100231,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653550,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653550,leaves,SRP450502,leaves,Salinity+low phosphate
SRR25360920,RNA-Seq,300,6776508900,PRJNA996630,SAMN36630281,2297435907,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100223,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653542,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:13:00Z,1,GSM7653542,leaves,SRP450502,leaves,Cadmium (300 uM CdCl2)
SRR25360921,RNA-Seq,300,7654275000,PRJNA996630,SAMN36630282,2594148685,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100222,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653541,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653541,leaves,SRP450502,leaves,Cadmium (300 uM CdCl2)
SRR25360922,RNA-Seq,300,6412641900,PRJNA996630,SAMN36630283,2224466833,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100221,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653540,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:10:00Z,1,GSM7653540,leaves,SRP450502,leaves,Water deficit (30% of the water available for transpiration)
SRR25360923,RNA-Seq,300,6910350300,PRJNA996630,SAMN36630284,2352421232,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100220,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653539,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653539,leaves,SRP450502,leaves,Water deficit (30% of the water available for transpiration)
SRR25360924,RNA-Seq,300,6150392100,PRJNA996630,SAMN36630285,2101330308,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100219,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653538,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653538,leaves,SRP450502,leaves,Water deficit (30% of the water available for transpiration)
SRR25360925,RNA-Seq,300,7752507900,PRJNA996630,SAMN36630286,2683702295,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100218,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653537,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653537,leaves,SRP450502,leaves,Acidity (pH 4)
SRR25360926,RNA-Seq,300,7050087600,PRJNA996630,SAMN36630287,2493468623,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100217,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653536,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653536,leaves,SRP450502,leaves,Acidity (pH 4)
SRR25360927,RNA-Seq,300,6416352000,PRJNA996630,SAMN36630288,2173429012,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100216,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653535,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:16:00Z,1,GSM7653535,leaves,SRP450502,leaves,Acidity (pH 4)
SRR25360928,RNA-Seq,300,8030060400,PRJNA996630,SAMN36630289,2872867867,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100215,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653534,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:05:00Z,1,GSM7653534,leaves,SRP450502,leaves,Low phosphate (phosphate concentration was reduced by 90%)
SRR25360929,RNA-Seq,300,7168313100,PRJNA996630,SAMN36630290,2489551850,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100214,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653533,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653533,leaves,SRP450502,leaves,Low phosphate (phosphate concentration was reduced by 90%)
SRR25360930,RNA-Seq,300,8498308800,PRJNA996630,SAMN36630291,2885575594,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100213,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653532,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653532,leaves,SRP450502,leaves,Low phosphate (phosphate concentration was reduced by 90%)
SRR25360931,RNA-Seq,300,7076671500,PRJNA996630,SAMN36630292,2458662420,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100212,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653531,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653531,leaves,SRP450502,leaves,Salinity (15 mM NaCl)
SRR25360936,RNA-Seq,300,8073990900,PRJNA996630,SAMN36630297,2776142224,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100207,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653526,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653526,leaves,SRP450502,leaves,No treatment
