Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,treatment
SRR25360840,RNA-Seq,300,6350337000,PRJNA996630,SAMN36630201,2030649086,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100303,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653622,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:03:00Z,1,GSM7653622,flowers,SRP450502,flowers,Salinity+water deficit+low phosphate
SRR25360841,RNA-Seq,300,6257080800,PRJNA996630,SAMN36630202,2007269802,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100302,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653621,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653621,flowers,SRP450502,flowers,Salinity+acidity+low phosphate
SRR25360842,RNA-Seq,300,6030444900,PRJNA996630,SAMN36630203,1933189887,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100301,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653620,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653620,flowers,SRP450502,flowers,Salinity+acidity+low phosphate
SRR25360844,RNA-Seq,300,6649962300,PRJNA996630,SAMN36630205,2104084413,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100299,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653618,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653618,flowers,SRP450502,flowers,Salinity+acidity+water deficit
SRR25360845,RNA-Seq,300,7803978900,PRJNA996630,SAMN36630206,2474602104,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100298,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653617,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653617,flowers,SRP450502,flowers,Salinity+acidity+water deficit
SRR25360850,RNA-Seq,300,6003700800,PRJNA996630,SAMN36630211,1921440234,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100293,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653612,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:10:00Z,1,GSM7653612,flowers,SRP450502,flowers,Acidity+low phosphate
SRR25360866,RNA-Seq,300,6360453900,PRJNA996630,SAMN36630227,2037154663,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100277,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653596,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:03:00Z,1,GSM7653596,flowers,SRP450502,flowers,Cadmium (300 uM CdCl2)
SRR25360877,RNA-Seq,300,7242692700,PRJNA996630,SAMN36630238,2365028154,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100266,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653585,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653585,flowers,SRP450502,flowers,Salinity (15 mM NaCl)
SRR25360888,RNA-Seq,300,6912633600,PRJNA996630,SAMN36630249,2314673322,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100255,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653574,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653574,leaves,SRP450502,leaves,Acidity+water deficit+low phosphate+salinity
SRR25360889,RNA-Seq,300,6759264300,PRJNA996630,SAMN36630250,2325057554,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100254,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653573,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653573,leaves,SRP450502,leaves,Acidity+water deficit+low phosphate
SRR25360890,RNA-Seq,300,6845819100,PRJNA996630,SAMN36630251,2293188014,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100253,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653572,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:04:00Z,1,GSM7653572,leaves,SRP450502,leaves,Acidity+water deficit+low phosphate
SRR25360891,RNA-Seq,300,6044707200,PRJNA996630,SAMN36630252,2039772450,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100252,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653571,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653571,leaves,SRP450502,leaves,Acidity+water deficit+low phosphate
SRR25360892,RNA-Seq,300,7588684500,PRJNA996630,SAMN36630253,2605434954,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100251,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653570,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653570,leaves,SRP450502,leaves,Salinity+water deficit+low phosphate
SRR25360893,RNA-Seq,300,6623652300,PRJNA996630,SAMN36630254,2250077932,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100250,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653569,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653569,leaves,SRP450502,leaves,Salinity+water deficit+low phosphate
SRR25360899,RNA-Seq,300,6151245600,PRJNA996630,SAMN36630260,2056735854,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100244,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653563,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653563,leaves,SRP450502,leaves,Salinity+acidity+water deficit
SRR25360900,RNA-Seq,300,7379612400,PRJNA996630,SAMN36630261,2497021720,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100243,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653562,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653562,leaves,SRP450502,leaves,Salinity+acidity+water deficit
SRR25360903,RNA-Seq,300,6807730800,PRJNA996630,SAMN36630264,2292551709,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100240,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653559,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653559,leaves,SRP450502,leaves,Low phosphate+water deficit
SRR25360905,RNA-Seq,300,6967598400,PRJNA996630,SAMN36630266,2344898998,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100238,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653557,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653557,leaves,SRP450502,leaves,Acidity+low phosphate
SRR25360906,RNA-Seq,300,6881810100,PRJNA996630,SAMN36630267,2317190066,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100237,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653556,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:10:00Z,1,GSM7653556,leaves,SRP450502,leaves,Acidity+low phosphate
SRR25360913,RNA-Seq,300,6474723300,PRJNA996630,SAMN36630274,2231564323,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100230,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653549,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:09:00Z,1,GSM7653549,leaves,SRP450502,leaves,Salinity+water deficit
SRR25360914,RNA-Seq,300,7274027100,PRJNA996630,SAMN36630275,2463076073,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21100229,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653548,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653548,leaves,SRP450502,leaves,Salinity+water deficit
SRR25360915,RNA-Seq,300,6705280200,PRJNA996630,SAMN36630276,2282868695,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100228,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653547,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653547,leaves,SRP450502,leaves,Salinity+water deficit
SRR25360916,RNA-Seq,300,6745524000,PRJNA996630,SAMN36630277,2331997500,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100227,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653546,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:18:00Z,1,GSM7653546,leaves,SRP450502,leaves,Salinity+acidity
SRR25360917,RNA-Seq,300,6808357500,PRJNA996630,SAMN36630278,2352723499,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100226,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653545,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653545,leaves,SRP450502,leaves,Salinity+acidity
SRR25360918,RNA-Seq,300,6033605700,PRJNA996630,SAMN36630279,2052098969,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100225,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653544,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653544,leaves,SRP450502,leaves,Salinity+acidity
SRR25360919,RNA-Seq,300,6106056300,PRJNA996630,SAMN36630280,2095091398,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100224,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653543,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:04:00Z,1,GSM7653543,leaves,SRP450502,leaves,Cadmium (300 uM CdCl2)
SRR25360932,RNA-Seq,300,6742359000,PRJNA996630,SAMN36630293,2364938779,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100211,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653530,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653530,leaves,SRP450502,leaves,Salinity (15 mM NaCl)
SRR25360933,RNA-Seq,300,7218080700,PRJNA996630,SAMN36630294,2483462179,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100210,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653529,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:05:00Z,1,GSM7653529,leaves,SRP450502,leaves,Salinity (15 mM NaCl)
SRR25360934,RNA-Seq,300,6831506400,PRJNA996630,SAMN36630295,2403153978,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100209,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653528,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:22:00Z,1,GSM7653528,leaves,SRP450502,leaves,No treatment
SRR25360935,RNA-Seq,300,8764247100,PRJNA996630,SAMN36630296,3079019483,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21100208,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653527,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:05:00Z,1,GSM7653527,leaves,SRP450502,leaves,No treatment
SRR25360829,RNA-Seq,300,6549630300,PRJNA996630,SAMN36630190,2180877327,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100314,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653633,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653633,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate+salinity+cadmium
SRR25360830,RNA-Seq,300,5900059800,PRJNA996630,SAMN36630191,1873126297,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21100313,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653632,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653632,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate+salinity+cadmium
SRR25360831,RNA-Seq,300,6059934000,PRJNA996630,SAMN36630192,1909035213,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100312,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653631,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653631,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate+salinity+cadmium
SRR25360832,RNA-Seq,300,6123142800,PRJNA996630,SAMN36630193,1945546457,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21100311,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653630,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:08:00Z,1,GSM7653630,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate+salinity
SRR25360833,RNA-Seq,300,6216291600,PRJNA996630,SAMN36630194,1982132072,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100310,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653629,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:07:00Z,1,GSM7653629,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate+salinity
SRR25360834,RNA-Seq,300,6285149400,PRJNA996630,SAMN36630195,2000258491,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100309,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653628,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:06:00Z,1,GSM7653628,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate+salinity
SRR25360835,RNA-Seq,300,6838663200,PRJNA996630,SAMN36630196,2160287789,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21100308,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653627,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:04:00Z,1,GSM7653627,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate
SRR25360836,RNA-Seq,300,7039088400,PRJNA996630,SAMN36630197,2242607129,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21100307,Magellan,uncalculated,uncalculated,missing,NextSeq 500,GSM7653626,PAIRED,cDNA,TRANSCRIPTOMIC,Glycine max,ILLUMINA,2023-07-23T00:00:00Z,2023-07-20T10:11:00Z,1,GSM7653626,flowers,SRP450502,flowers,Acidity+water deficit+low phosphate
